train_loss,step,epoch
0.07528013736009598,49,0
0.03995944932103157,99,0
0.052031565457582474,149,1
0.031187383458018303,199,1
0.0467691496014595,249,2
0.022413009777665138,299,2
0.039998576045036316,349,3
0.018975146114826202,399,3
0.030529281124472618,449,4
0.015402154996991158,499,4
0.0275785680860281,549,5
0.015694739297032356,599,5
0.029941115528345108,649,6
0.015348385088145733,699,6
0.029964761808514595,749,7
0.016031209379434586,799,7
0.02882932312786579,849,8
0.016624830663204193,899,8
0.027973176911473274,949,9
0.015648625791072845,999,9
0.029845159500837326,1049,10
0.015223020687699318,1099,10
0.03013058751821518,1149,11
0.015991687774658203,1199,11
0.03009941056370735,1249,12
0.0167843047529459,1299,12
0.03097870759665966,1349,13
0.016503961756825447,1399,13
0.029917681589722633,1449,14
0.017082391306757927,1499,14
0.028985032811760902,1549,15
0.015538427047431469,1599,15
0.03033643588423729,1649,16
0.01614324562251568,1699,16
0.029909595847129822,1749,17
0.015640977770090103,1799,17
0.029874756932258606,1849,18
0.015528654679656029,1899,18
0.02864759787917137,1949,19
0.015226097777485847,1999,19
